calaccess_committee_id,committee_name,prop_count
1285334,"NO ON 90, CALIFORNIANS AGAINST THE TAXPAYERS TRAP, A COMMITTEE OF TAXPAYERS, EDUCATORS, BUSINESS, ENVIRONMENTALISTS, LOCAL GOVERNMENT AND PUBLIC SAFETY",1
1286106,"YES ON 82, STANDING UP FOR OUR KIDS",1
1286190,"TAXPAYERS FOR FAIR ELECTIONS/ NO ON 89, A COALITION OF BUSINESS AND TAXPAYER ORGANIZATIONS",1
1286192,"EDUCATORS FOR PRESCHOOL, YES ON PROPOSITION 82",1
1286420,"NO ON PROPOSITION 86, CALIFORNIANS AGAINST UNACCOUNTABLE TAXES, A COALITION OF TAXPAYERS, BUSINESSES AND LAW ENFORCEMENT",1
1287066,"CALIFORNIANS FOR NEIGHBORHOOD PROTECTION: YES ON PROP 99, NO ON PROP 98, A COALITION OF CONSERVATIONISTS, LABOR AND BUSINESS.  A SPONSORED COMMITTEE OF THE CA LEAGUE OF CONSERVATION VOTERS",2
1287066,"NO ON 90, CONSERVATIONISTS FOR TAXPAYER PROTECTION, A SPONSORED COMMITTEE OF THE CALIFORNIA LEAGUE OF CONSERVATION VOTERS",1
1287075,"CALIFORNIANS AGAINST THE STATEWIDE PARCEL PROPERTY TAX, NO ON 88; NO NEW TAXES COMMITTEE, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION; SMALL BUSINESS ACTION COMMITTEE PAC",1
1287093,"CALIFORNIANS FOR CLEAN WATER, PARKS AND COASTAL PROTECTION / YES ON 84, A COALITION OF CONSERVATION GROUPS",1
1287359,YES ON PROP. 1C - A COALITON OF AFFORDABLE HOUSING ADVOCATES AND OTHERS SUPPORTING INCREASED HOUSING OPPORTUNITIES FOR ALL CALIFORNIANS (FABIAN NUNEZ),1
1287395,"NO ON 86 - STOP THE $2 BILLION TAX HIKE, A COALITION OF BUSINESS, LAW ENFORCEMENT AND TAXPAYER GROUPS AND PHILIP MORRIS USA",1
1287451,"CALIFORNIANS FOR FAIR ELECTIONS:  YES ON 89, MAJOR FUNDING BY CALIFORNIA NURSES ASSOCIATION AND CALIFORNIA NURSES ASSOCIATION INITIATIVE PAC, WITH SUPPORT FROM CONCERNED CITIZENS AND BUSINESSPERSONS",1
1287490,"LET'S REBUILD CALIFORNIA, LABOR, BUSINESS & COMMUTERS - YES ON 1A, 1B, 1C, 1D & IE - MAJOR FUNDING BY REBUILDING CA - YES ON 1A, 1B, 1C, 1D & 1E (DON PERATA) AND CONSTRUCTION AND LABOR FOR 1A",5
1288245,CLEAN MONEY NOW - YES ON 89,1
1288476,"YES ON PROP 1D, A COALITION OF PARENTS, BUSINESS AND EDUCATORS FOR BETTER SCHOOLS",1
1288513,"CALIFORNIA LEAGUE OF CONSERVATION VOTERS 2006 BALLOT MEASURE FUND: NO ON 90, YES ON 84 AND 87",1
1288513,"CALIFORNIANS FOR CLEAN AIR AND CLEAN ENERGY JOBS, NO ON 23, NO ON 26, A PROJECT OF CALIFORNIA LEAGUE OF CONSERVATION VOTERS.",2
1288513,"CALIFORNIANS FOR CLEAN ENERGY AND JOBS - YES ON PROPOSITION 39, SPONSORED BY CALIFORNIA LEAGUE OF CONSERVATION VOTERS",1
1288617,CALIFORNIA LIBRARY ASSOCIATION COMMITTEE TO SUPPORT PROPOSITION 81,1
1288785,"NO ON 85, A PROJECT OF AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA",1
1288982,CITIZENS FOR RESPONSIBLE ELECTIONS,12
1289218,SAN GABRIEL VALLEY COMMITTEE IN SUPPORT OF PROPOSITIONS 1A AND 1B,2
1289296,"CALIFORNIA ASSOCIATION OF LIBERTY AND CHOICE, NO ON PROP. 86",1
1289844,"WORKING CALIFORNIANS TO OPPOSE PROP. 32, A COALITION OF LABOR ORGANIZATIONS, WORKING MEN & WOMEN",1
1289848,"COMMITTEE FOR CALIFORNIA'S FUTURE, YES ON PROPS 1A, 1B, 1C, 1D, 1E, 84 AND NO ON 85",7
1290482,CITIZENS FOR A MORE LIVEABLE CALIFORNIA - YES ON 1A & 1B,2
1290881,"PHYSICIANS AGAINST PROPOSITION 86, SPONSORED BY GROCERY DISTRIBUTORS",1
1291171,CENTRAL CALIFORNIA FOR YES ON PROPOSITION 90,1
1291431,"VOTE NO ON PROP. 85, SPONSORED BY FEMINIST MAJORITY FOUNDATION",1
1291766,TOBACCO - FREE KIDS ACTION FUND (YES ON 86),1
1291816,"CATHOLICS FOR 85, SUPPORTED BY CATHOLICS FOR THE COMMON GOOD",1
1291845,EHC LIFEBUILDERS YES ON PROP 1C,1
1292233,BI-PARTISANS TO REBUILD CALIFORNIA,5
1292396,COMMON CAUSE FOR PROPOSITION 89,1
1296108,"YES ON PROP. 93, A COALITION OF BUSINESS, LABOR, TEACHERS, LAWMAKERS, PUBLIC SAFETY AND ASSEMBLYMEMBERS DE LEON, NUNEZ, BASS AND LIEU",1
1296303,"A COALITION OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION, FUNDED BY THOMAS COATES, THE CALIFORNIA ASSOCIATION OF REALTORS ISSUES PAC, AND THE CALIFORNIA FARM BUREAU FEDERATION, YES PROP 98",1
1297987,NO ON 93 CALIFORNIA TERM LIMITS DEFENSE FUND SPONSORED AND MAJOR FUNDING BY US TERM LIMITS INC. WITH HELP FROM ADVOCATES OF TERM LIMITS.,1
1298466,"FRIENDS OF SARAH, YES ON PROP 4, THE PARENTAL OR ALTERNATIVE FAMILY MEMBER NOTIFICATION LAW, MAJOR FUNDING BY DON SEBASTIANI & JIM HOLMAN & OTHERS TO REFORM CHILD PROTECTION LAWS IN CA",1
1299457,"YES ON 93, CITIZENS FOR ACCOUNTABILITY AND LEGISLATIVE REFORM",1
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1
1300196,"TRIBES FOR FAIR PLAY, NO ON 94, 95, 96, AND 97",4
1300272,"CALIFORNIANS AGAINST UNFAIR DEALS; NO ON 94, 95, 96, 97, A COALITION OF TRIBES FOR FAIR PLAY, BAY MEADOWS AND HOLLYWOOD PARK RACETRACKS, LABOR, TAXPAYERS, EDUCATORS, PUBLIC SAFETY OFFICIALS",4
1300419,"DENHAM AGAINST THE RECALL, FRIENDS OF JEFF",1
1300585,"COALITION TO PROTECT CALIFORNIA'S BUDGET & ECONOMY, YES ON 94, 95, 96, 97, SPONSORED BY A GROUP OF INDIAN GAMING TRIBES",4
1301053,"YES ON CHILDREN'S HOSPITALS, YES ON PROP 3,  SPONSORED BY CALIFORNIA CHILDREN'S HOSPITAL ASSOCIATION",1
1301054,"CALIFORNIANS FOR MARRIAGE, YES ON PROPOSITION 8, SPONSORED BY THE ALLIANCE FOR MARRIAGE FOUNDATION",1
1301370,"CALIFORNIANS FOR SAFE FOOD, A COALITION OF PUBLIC HEALTH AND FOOD SAFETY EXPERTS, LABOR UNIONS, CONSUMERS, FAMILY FARMERS AND VETERINARIANS.  NO ON PROPOSITION 2",1
1301462,"YES ON PROP. 2-CALIFORNIANS FOR HUMANE FARMS, A COALITION OF THE HUMANE SOCIETY OF THE US, FARM SANCTUARY, OTHER ANIMAL PROTECTION GROUPS, FAMILY FARMERS, VETERINARIANS & PUBLIC HEALTH PROFESSIONALS",1
1301493,"CALIFORNIANS FOR FAIR EDUCATION FUNDING, A COALITION OF BUSINESS EDUCATORS AND TAXPAYERS - NO ON 92",1
1301573,CALIFORNIA MARRIAGE EQUALITY PAC -  SPONSORED BY EQUALITY CALIFORNIA,1
1301754,"YES ON 6 COMMITTEE TO TAKE BACK OUR NEIGHBORHOODS, GENEROUSLY SUPPORTED BY DR. HENRY T. NICOLAUS, LARRY RASMUSSEN, SENATOR GEORGE RUNNER AND A COALITION OF LAW ENFORCEMENT PROFESSIONALS, CRIME VICTIMS",1
1301846,SOUTHWEST REGIONAL COUNCIL OF CARPENTERS ISSUES COMMITTEE - YES ON 30,1
1302319,ALLIANCE FOR CALIFORNIA'S RENEWAL,1
1302403,"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION TRUTH IN AMERICAN GOVERNMENT FUND; NO ON PROPOSITION 62, YES ON PROPOSITION 66 (NON-PROFIT 501 (C) 5)",2
1302429,"LOS ANGELES COUNTY FEDERATION OF LABOR, AFL-CIO ISSUES AND INITIATIVES COMMITTEE",1
1302592,"PROTECTMARRIAGE.COM - YES ON 8, A PROJECT OF CALIFORNIA RENEWAL",1
1302703,"YES ON PROPOSITION 7 - CALIFORNIANS FOR SOLAR AND CLEAN ENERGY - A COALITION OF CLIMATE SCIENTISTS, CONSUMER, ENVIRONMENTAL, AND COMMUNITY LEADERS",1
1302707,"NORA CAMPAIGN - YES ON 5, SPONSORED BY CAMPAIGN FOR NEW DRUG POLICIES AND DRUG POLICY ALLIANCE NETWORK",1
1302764,YES ON 92! STUDENTS AND EDUCATORS IN SUPPORT COMMITTEE,1
1302904,MONTEREY BAY & SOUTH BAY COMMITTEE FOR YES ON PROPOSITION 93,1
1303282,"NATIONAL ORGANIZATION FOR MARRIAGE CALIFORNIA - YES ON 8, SPONSORED BY NATIONAL ORGANIZATION FOR MARRIAGE",1
1303307,ALLIANCE FOR A STRONGER COMMUNITY TO SUPPORT PROP. 28,1
1303380,"CALIFORNIANS FOR ENERGY INDEPENDENCE - YES ON PROP 10, A COALITION OF RENEWABLE ENERGY AND ALTERNATIVE FUEL COMPANIES",1
1303492,"MARSY'S LAW:  JUSTICE FOR CRIME VICTIMS, YES ON PROP. 9",1
1304245,"CALIFORNIANS AGAINST ANOTHER COSTLY ENERGY SCHEME - NO ON 7, MAJOR FUNDING FROM PG&E; CORP AND SO.CAL. EDISON COMPANY, A COALITION OF ENVIRONMENTALISTS, RENEWABLE ENERGY COMPANIES, TAXPAYERS, AND LABOR",1
1304517,WE DESERVE BETTER.  YES ON THE RECALL OF JEFF DENHAM,1
1304750,PROTECT SMALL BUSINESS PROPERTY RIGHTS - A PROJECT OF THE NATIONAL FEDERATION OF INDEPENDENT BUSINESS,2
1304768,COMMITTEE TO SAVE RENT CONTROL - NO ON 98/YES ON 99,2
1304914,COMMON CAUSE FOR FAIR REDISTRICTING/ YES ON PROP 11 FUND,1
1305068,"CALIFORNIANS FOR HIGH SPEED TRAINS-YES ON PROPOSITION 1A-A COALITION OF TAXPAYER, BUSINESS, ENVIRONMENTAL AND LABOR GROUPS AND PEOPLE FROM ACROSS CALIFORNIA TIRED OF BEING STUCK IN TRAFFIC",1
1306041,NO ON PROP 23 COMMITTEE OF THE NRDC ACTION FUND TO STOP THE DIRTY ENERGY PROPOSITION,1
1306041,NRDC ACTION FUND CALIFORNIA BALLOT MEASURES COMMITTEE - YES ON PROP. 1,1
1306288,EASTBAY COALITION NO ON 98/YES ON 99,2
1306680,NO ON 98/YES ON 99 COMMITTEE SPONSORED BY JUST CAUSE OAKLAND,1
1306797,"EVICTION DEFENSE COLLABORATIVE, INC. NO ON 98 YES ON 99 SPONSORED BY THE SAN FRANCISCO FOUNDATION",2
1306845,OAKLAND RISING NO ON 98 YES ON 99 COMMITTEE SPONSORED BY URBAN HABITAT,2
1307176,ASSOCIATION OF COMMUNITY ORGANIZATIONS FOR REFORM NOW (ACORN) VOTES ISSUES COMMITTEE - NO ON 98 AND YES ON 99,2
1307246,HUMAN RIGHTS CAMPAIGN CALIFORNIA MARRIAGE PAC - NO ON PROP 8,1
1307342,"TENANTS TOGETHER COMMITTEE AGAINST PROPOSITION 98, SPONSORED BY THE SAN FRANCISCO FOUNDATION",1
1307489,"NO ON PROPOSITION 4 - CAMPAIGN FOR TEEN HEALTH AND SAFETY, A PROJECT OF AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA",1
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1
1307787,"HERRERA, CALIFORNIANS FOR PROGRESS, NO ON 23, A COALITION OF CONSUMERS AND DENNIS",2
1307834,"GLBT ALLIANCE OF SANTA CRUZ COUNTY PAC, THE",1
1307950,TASK FORCE CALIFORNIA COMMITTEE - NO ON 8 - SPONSORED BY THE NATIONAL GAY AND LESBIAN TASK FORCE FOUNDATION/ACTION FUND,1
1307984,CITIZENS FOR ACCOUNTABILITY - NO ON PROP 11,1
1308178,"NO ON PROPOSITION 8, CAMPAIGN FOR MARRIAGE EQUALITY, A PROJECT OF THE AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA",1
1308198,PEOPLE AGAINST THE PROPOSITION 5 DECEPTION,1
1308206,"NO ON 8, NATIONAL CENTER FOR LESBIAN RIGHTS SOCIAL JUSTICE FUND",1
1308244,"NO ON PROPS 6 & 9, A COMMITTEE FOR FISCAL RESPONSIBILITY WITH TEACHERS, FIREFIGHTERS, SERVICE EMPLOYEES AND CIVIL RIGHTS GROUPS",2
1308367,CALIFORNIANS FOR TRADITIONAL MARRIAGE COMMITTEE FOR PROPOSITION 8,1
1308387,"YES ON 11 - HOLD POLITICIANS ACCOUNTABLE, A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS",1
1308401,"BIGOTS AGAINST LIFE, LIBERTY AND THE PURSUIT OF HAPPINESS",1
1308414,LOG CABIN REPUBLICANS AGAINST 8,1
1308436,"PROTECT MARRIAGE FOR ALL, SPONSORED BY WITH LIBERTY AND JUSTICE FOR ALL",1
1308619,SAFE NEIGHBORHOODS ACT: YES ON PROPOSITION 6 SUPPORTED BY LAW ENFORCEMENT AND CRIME VICTIM ORGANIZATIONS,1
1308829,NO ON 8 - MARRIAGE EQUALITY USA,1
1309082,HIGH DESERT YES ON 8 A COMMITTEE FOR PROP 8,1
1309109,SANTA CLARA COUNTY COMMITTEE AGAINST PROPOSITION 8,1
1309338,"YES ON PROPOSITION 8, SPONSORED BY CAPITOL RESOURCE FAMILY IMPACT",1
1309427,NO ON PROPOSITION 6 CALIFORNIANS FOR REAL CRIME PREVENTION,1
1309869,YES ON PROP 9 - MARSY'S LAW: THE 2008 CRIME VICTIMS BILL OF RIGHTS ACT,1
1310030,CALIFORNIA FORWARD ISSUES ACTION FUND - YES ON PROPOSITION 2,1
1310030,"CALIFORNIANS FOR GOVERNMENT ACCOUNTABILITY - YES ON 31, SPONSORED BY CALIFORNIA FORWARD ACTION FUND",1
1310774,WINE COUNTRY COMMITTEE AGAINST PROPOSITION 8,1
1310995,CREDO VICTORY FUND TO DEFEAT PROP. 4,1
1311406,NO ON PROPOSITION 10 CALIFORNIANS AGAINST THE $10 BILLION LEMON SPONSORED BY THE CONSUMER FEDERATION OF CALIFORNIA,1
1311419,"VOTE NO ON PROPS. 4 & 8, SPONSORED BY FEMINIST MAJORITY FOUNDATION",2
1311754,CALIFORNIA PUBLIC INTEREST RESEARCH GROUP SUPPORTERS FOR PROP 1A,1
1312536,ADVENTISTS FOR PROPOSITION 8,1
1312556,CALIFORNIA VETERANS COALITION YES ON 12,1
1312672,COUNCIL OF CHURCHES OF SANTA CLARA COUNTY COMMITTEE AGAINST PROPOSITION 8,1
1312752,CONVENCION DE IGLESIAS BAUTISTAS HISPANAS,1
1312996,"CAMPAIGN AGAINST PROPOSITIONS 4, 6, 8, 9, & FOR PROPOSITION 5 CALIFORNIANS FOR JUSTICE EDUCATION FUND",5
1313055,NO ON 4 SPONSORED BY ASIAN COMMUNITIES FOR REPRODUCTIVE JUSTICE,1
1313175,"STAND FOR MARRIAGE CALIFORNIA, A COMMITTEE FOR PROPOSITION 8, SPONSORED BY STAND FOR MARRIAGE, INC.",1
1313185,FAMILY RESEARCH COUNCIL,1
1315716,"CALIFORNIANS FOR MODERNIZATION, YES ON 1C, MAJOR FUNDING FROM TECHNOLOGY SUPPLIER GTECH AND SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000 ISSUES COMMITTEE, SUPPORTED BY EDUCATORS, PARENTS, LAB""...""",1
1315905,"BUDGET REFORM NOW, A COALITION OF TAXPAYERS, BUSINESS, LABOR, EDUCATORS, PUBLIC SAFETY, SENIORS, GOVERNOR SCHWARZENEGGER'S CALIFORNIA DREAM TEAM, A BALLOT MEASURE COMM""...""",6
1316056,"SAVE VOTER CHOICE, NO ON 14 WITH MAJOR FUNDING BY JEFF DENHAM FOR STATE SENATE",1
1316221,NO ON PROP 1D AND 1E - DON'T CUT CHILDREN'S SERVICES AND MENTAL HEALTH CARE - SPONSORED BY MENTAL HEALTH ORGANIZATIONS,2
1316253,REFORM FOR CHANGE COMMITTEE,1
1316255,"YES ON 1A AND 1B, REPAY AND PROTECT OUR SCHOOLS: A COALITION OF CALIFORNIA TEACHERS ASSOCIATION ISSUES PAC AND NATIONAL EDUCATION ASSOCIATION COMMITTEES.",2
1316405,PROTECT CHILDREN AND FAMILIES: VOTE NO ON PROP 1D,1
1316527,NAPA COUNTY CITIZENS AGAINST PROP 1A,1
1317016,PROTECT THE DEMOCRATIC PARTY - SAY NO TO THE OPEN PRIMARY,1
1317314,COMMITTEE TO SAVE OUR CHILDREN - NO 1D,1
1317554,"SAN FRANCISCO POLICE OFFICERS ASSOCIATION ISSUES PAC - YES ON 66, NO ON 62",2
1317567,BAY AREA - NO ON 1D,1
1317708,"YES ON PROPOSITION 15 - CALIFORNIANS FOR FAIR ELECTIONS, A COALITION OF NURSES AND GOVERNMENT REFORM ADVOCATES",1
1317763,"NO ON 1A, A COALITION OF TEACHERS, FACULTY, NURSES, HEALTH CARE PROVIDERS, SENIORS AND PUBLIC EMPLOYEES FIGHTING FOR REAL BUDGET REFORM",1
1317838,"CALIFORNIANS AGAINST NEW TAXES, NO ON 1A COMMITTEE",1
1317867,"AMERICAN FEDERATION OF STATE, COUNTY & LOCAL MUNICIPAL EMPLOYEES LOCAL 2620 ISSUES COMMITEE, YES ON 1A, 1B, 1C, 1D, 1E AND 1F",6
1317887,STOP TAXING US: NO ON 1A-F,6
1317995,"COMMITTEE TO STOP 1D, SPONSORED BY CHILD ABUSE PREVENTION CENTER",1
1318023,"SAVE SENIOR SERVICES, CALIFORNIA ALLIANCE FOR RETIRED AMERICANS - NO ON 1A",1
1318272,"YES ON 19. TAX CANNABIS 2010. SPONSORED BY S.K. SEYMOUR LLC, A MEDICAL CANNABIS PROVIDER, DBA OAKSTERDAM UNIVERSITY, A CANNABIS EDUCATOR WITH SUPPORT FROM THE DRUG POLICY ACTION COMMITTEE TO TAX AND..",1
1318621,"CALIFORNIANS AGAINST HIGHER TAXES, A COALITION OF TAXPAYERS AND EMPLOYERS",2
1318623,"YES ON 16 / CALIFORNIANS TO PROTECT OUR RIGHT TO VOTE MAJOR FUNDING FROM PACIFIC GAS & ELECTRIC COMPANY AND CA BUSINESS PAC, SPONSORED BY CA CHAMBER OF COMMERCE, A COALITION OF TAXPAYERS, BUSINE...",1
1318927,YES ON 17-CALIFORNIANS FOR FAIR AUTO INSURANCE RATES AND MERCURY GENERAL CORPORATION AND AFFILIATES,1
1319411,TRUEPAC - CONCERNED CITIZENS INCLUDING JUDY CHU TO SUPPORT PROPOSITION 27,1
1321216,"VOTE YES ON 35: STOP HUMAN TRAFFICKING IN CA, COALITION OF SURVIVORS, CHILDREN, HUMAN RIGHTS ADVOCATES, LAW ENFORCEMENT & COMM. GRPS, SPON. BY CALIFORNIA AGAINST SLAVERY & SAFER CALIFORNIA FOUNDATION",1
1321618,"YES ON 20, NO ON 27 - HOLD POLITICIANS ACCOUNTABLE",2
1321618,YES ON 40 - HOLD POLITICIANS ACCOUNTABLE,1
1321911,YES ON 15 CALIFORNIA COMMON CAUSE FAIR ELECTIONS COMMITTEE,1
1321957,"NO ON PROP 16, STOP THE PG&E; POWERGRAB, SPONSORED BY LOCAL POWER AND THE UTILITY REFORM NETWORK",1
1322009,"YES ON 21, CALIFORNIANS FOR STATE PARKS AND WILDLIFE CONSERVATION, SPONSORED BY CONSERVATION AND STATE PARKS ORGANIZATIONS",1
1322292,"YES ON 22 / PROTECT LOCAL SERVICES, A COALITION OF PUBLIC SAFETY, LOCAL GOVERNMENT, TRANSPORTATION, AND TAXPAYERS",1
1322303,CREDO VICTORY FUND - YES ON 19,1
1322489,YES ON PROPOSITION 15 - CALIFORNIA CLEAN MONEY ACTION FUND,1
1322497,CITIZEN POWER CAMPAIGN,1
1322507,"YES ON 14 - CALIFORNIANS FOR AN OPEN PRIMARY WITH MAJOR FUNDING FROM GOVERNOR SCHWARZENEGGER'S CALIFORNIA DREAM TEAM, A BALLOT MEASURE COMMITTEE",1
1322520,"CONSUMER WATCHDOG CAMPAIGN TO STOP PROP 33, THE INSURANCE INDUSTRY DECEPTION, MAJOR FUNDING BY CALIFORNIA NURSES ASSOCIATION'S QUALITY HEALTH CARE COMMITTEE & CONSUMER WATCHDOG CAMPAIGN COMMITTEE",1
1322520,"STOP PROP 17: SPONSORED BY CAMPAIGN FOR CONSUMER RIGHTS - A COALITION OF CONSUMER ADVOCATES, NURSES AND CONSUMER ATTORNEYS",1
1322596,"CALIFORNIANS FOR A FRESH START, SPONSORED BY BUSINESS AND LABOR ORGANIZATIONS, A COALITION OF BUSINESSES, BUSINESSPERSONS, AND WORKING MEN AND WOMEN TO SUPPORT PROP. 28",1
1322759,"YES ON 29 - CALIFORNIANS FOR A CURE, SPONSORED BY THE AMERICAN CANCER SOCIETY CALIFORNIA DIVISION, INC., AMERICAN LUNG ASSOCIATION IN CALIFORNIA, AMERICAN HEART ASSOCIATION & CANCER RESEARCH DOCTORS",1
1323410,NIP IT IN THE BUD: NO ON PROP. 19,1
1323672,"YES ON FAIR, YES ON 27, NO ON 20--A COALITION OF ENTREPERNEURS, WORKING PEOPLE, BUSINESSES, COMMUNITY LEADERS SUCH AS KAREN BASS, & OTHER CONCERNED CITIZENS DEVOTED TO ELIMINATING BUREAUCRATIC WASTE..",2
1323713,"YES ON 25, CITIZENS FOR AN ON-TIME BUDGET SPONSORED BY TEACHERS, NURSES, FIREFIGHTERS AND OTHER PUBLIC GROUPS",1
1323890,"YES ON 23, CALIFORNIA JOBS INITIATIVE, A COALITION OF TAXPAYERS, EMPLOYERS, FOOD PRODUCERS, ENERGY, TRANSPORTATION AND FORESTRY COMPANIES",1
1323932,"NO ON 20, NO ON MUNGER - A COALITION OF ENTREPRENEURS, WORKING PEOPLE, BUSINESSES & COMMUNITY LEADERS.",1
1323934,"STOP HIDDEN TAXES - NO ON 25 / YES ON 26, A COALITION OF TAXPAYERS AND EMPLOYERS",2
1324059,CALIFORNIANS FOR CLEAN ENERGY AND JOBS,1
1324059,"CALIFORNIANS FOR CLEAN ENERGY AND JOBS, SPONSORED BY ENVIRONMENTAL ORGANIZATIONS AND BUSINESS FOR CLEAN ENERGY AND JOBS",1
1324078,"YES ON 24, THE TAX FAIRNESS ACT SPONSORED BY TAXPAYERS AND PUBLIC EMPLOYEE GROUPS",1
1324583,"COMMUNITIES IN ACTION AGAINST THE LEGALIZATION OF MARIJUANA, A COMMITTEE AGAINST PROP. 19",1
1324906,"NO ON 24 - STOP THE JOBS TAX, A COALITION OF TAXPAYERS, EMPLOYERS, SMALL BUSINESSES, EDUCATORS AND HIGH TECH AND BIOTECHNOLOGY ORGANIZATIONS",1
1324981,"SWANSON'S BALLOT MEASURE COMMITTEE TO OPPOSE PROP. 14 - OPEN PRIMARIES, ASSEMBLYMEMBER SANDRE",1
1325411,"STOPPROP15.COM, A COALITION OF TAXPAYERS, GOVERNMENTAL ADVOCATES AND SMALL BUSINESSES",1
1325672,DRUG POLICY ACTION COMMITTEE TO TAX AND REGULATE MARIJUANA - YES ON PROP. 19,1
1325746,CALIFORNIA HEALTHCARE INSTITUTE ISSUES COMMITTEE - NO ON PROPOSITION 24,1
1326337,"PUBLIC SAFETY FIRST - NO ON PROP. 19, A PROJECT OF CALIFORNIA PUBLIC SAFETY FIRST",1
1326622,"YES ON 29, AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC. AND AMERICAN CANCER SOCIETY INC. BALLOT COMMITTEE",1
1326759,"CITIZENS AGAINST LEGALIZING MARIJUANA, A COMMITTEE AGAINST PROPOSITION 19.",1
1326873,"RATEPAYERS, BUSINESSES AND GOVERNMENTS OPPOSE PROP 16-STOP THE POWER GRAB",1
1326972,CREDO VICTORY FUND AGAINST PROP 23 AND TEXAS OIL COMPANIES,1
1327180,SIERRA CLUB SF BAY CHAPTER ISSUES,1
1327197,"NO ON PROP. 14, PRESERVE VOTER CHOICE",1
1327271,"NO ON 14  PROTECT VOTER CHOICE.  SPONSORED BY TEACHERS, SCHOOL EMPLOYEES, CONSUMER ATTORNEY AND LABOR ORGANIZATIONSS",1
1327278,"TOBIN'S STOP TOP TWO. ORG - VOTE NO ON PROPOSITION 14, CHRISTINA",1
1327516,TAXPAYERS AGAINST PROTECTING POLLUTERS NO ON PROPOSITION 26,1
1327753,MOVEON.ORG PAC (NO ON 23),1
1327853,SIERRA CLUB CALIFORNIA NO ON PROP 23 COMMITTEE: CLEAN ENERGY ADVOCATES MAJOR FUNDING BY SIERRA CLUB AND SIERRA CLUB FOUNDATION,1
1327926,"COMMUNITIES UNITED AGAINST PROPOSITION 23 AND 26, SPONOSRED BY ELLA BAKER CENTER FOR HUMAN RIGHTS",2
1328039,CALIFORNIA MANUFACTURERS & TECHNOLOGY ASSOCIATION (CMTA) ISSUES POLITICAL ACTION COMMITTEE (PAC) NO ON 39,1
1328106,"CLEAN ECONOMY NETWORK NO ON 23 ACTION FUND, SUPPORTED BY CLEAN TECHNOLOGY COMPANIES, RENEWABLE ENERGY ENTREPRENEURS, AND CONCERNED CITIZENS",1
1328134,"NO ON 22 - CITIZENS AGAINST TAXPAYER GIVEAWAYS, SPONSORED BY CALIFONRIA PROFESSIONAL FIREFIGHTERS",1
1328168,COMMITTEE FOR A CLEAN ENERGY FUTURE NO ON PROP 23,1
1328329,"STOP THE CAR TAX SCAM - NO ON PROPOSITION 21, A COALITION INCLUDING THE ALLIANCE OF AUTOMOBILE MANUFACTURERS, INC.",1
1329124,GREEN TECH ACTION FUND CALIFORNIA COMMITTEE -  NO ON 23,1
1329182,"CALIFORNIA COALITION FOR LEADERSHIP AND ACCOUNTABILITY IN BUDGET AND REDISTRICTING, YES ON 25 & 27, NO ON 20",3
1329332,"COMMITTEE TO DEFEAT PROP 23, SPONSORED BY ENVIRONMENT CALIFORNIA",1
1329332,"SAVE THE BAG BAN, YES ON 67, SPONSORED BY ENVIRONMENT CALIFORNIA",1
1330171,CLEAN ENERGY AND GOOD JOBS MOBILIZATION COMMITTEE - NO ON 23 AND 26,2
1331668,"COMMITTEE TO DEFEAT PROP 23, SPONSORED BY THE CALIFORNIA STUDENT PUBLIC INTEREST RESEARCH GROUP AND A COALITION OF ENVIRONMENTALISTS",1
1331670,CRUSADES FOR PATIENTS RIGHTS - NO ON PROP 19 SPONSORED BY CANNA CARE,1
1331815,"CALIFORNIA ALLIANCE ACTION FUND:  A COMMITTEE SPONSORED BY SOCIAL JUSTICE ORGANIZATIONS FOR PROPOSITIONS 24, 25 AND AGAINST PROPOSITIONS 23, 26",4
1331916,"NO ON 26, TEACHERS, POLICE OFFICERS AND OTHER PUBLIC AND PRIVATE EMPLOYEE GROUPS PROTECTING TAXPAYERS",1
1331971,"NO ON 27 - KEEP VOTERS FIRST, A COALITION OF GOOD GOVERNMENT GROUPS",1
1332177,ENVIRONMENTAL DEFENSE ACTION FUND SAY NO TO PROP 23 AND 26 COMMITTEE,2
1332378,"WORKING FOR WORKING AMERICANS SPONSORED BY UNITED BROTHERHOOD OF CARPENTERS, YES ON 30",1
