calaccess_committee_id,committee_name,calaccess_filing_id,date_filed,from_date,thru_date,total_contributions,total_expenditures_made
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1647125,2012-03-22,2012-01-01,2012-03-17,200000.0,251024.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1657396,2012-04-30,2012-03-18,2012-03-31,0.0,0.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1675988,2012-07-27,2012-04-01,2012-06-30,161046.0,6376.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1694368,2012-10-05,2012-07-01,2012-09-30,600000.0,648738.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1703806,2012-10-25,2012-10-01,2012-10-20,0.0,50568.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1737737,2013-01-30,2012-10-21,2012-12-31,0.0,20923.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1777249,2013-07-22,2013-01-01,2013-06-30,0.0,1464.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1813147,2014-01-24,2013-07-01,2013-12-31,0.0,2663.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1853459,2014-05-22,2014-01-01,2014-05-17,0.0,11539.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1865544,2014-07-23,2014-05-18,2014-06-30,0.0,30423.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1891871,2014-10-03,2014-07-01,2014-09-30,60460.0,110603.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1931122,2015-01-27,2014-10-01,2014-12-31,21744.0,1363.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,1976418,2015-07-23,2015-01-01,2015-06-30,0.0,11064.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,2007241,2016-01-26,2015-07-01,2015-12-31,150219.0,945.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,2057272,2016-07-21,2016-01-01,2016-06-30,0.0,1497.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,2083363,2016-09-29,2016-07-01,2016-09-24,0.0,100639.0
1240169,CALIFORNIA STATE COUNCIL OF LABORERS ISSUES PAC - YES ON 30,2127074,2017-01-30,2016-09-25,2016-12-31,50713.0,20911.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,1680573,2012-07-30,2012-01-01,2012-06-30,426552.0,352142.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,1695124,2012-10-04,2012-07-01,2012-09-30,71512.0,1000.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,1704136,2012-10-24,2012-10-01,2012-10-20,0.0,0.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,1740054,2013-01-27,2012-10-21,2012-12-31,0.0,5000.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,1783628,2013-07-28,2013-01-01,2013-06-30,0.0,50.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,1818767,2014-01-27,2013-07-01,2013-12-31,0.0,5050.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,1871920,2014-07-23,2014-01-01,2014-06-30,0.0,0.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,1937184,2015-01-26,2014-07-01,2014-12-31,0.0,0.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,1982376,2015-07-31,2015-01-01,2015-06-30,88524.0,6050.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,2012747,2016-01-27,2015-07-01,2015-12-31,29820.0,0.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,2034876,2016-04-27,2016-01-01,2016-04-23,0.0,120050.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,2064825,2016-07-31,2016-04-24,2016-06-30,0.0,0.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,2083567,2016-09-28,2016-07-01,2016-09-24,133390.0,28686.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,2098221,2016-10-24,2016-09-25,2016-10-22,0.0,0.0
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,2130585,2017-01-30,2016-10-23,2016-12-31,0.0,0.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",1680573,2012-07-30,2012-01-01,2012-06-30,426552.0,352142.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",1695124,2012-10-04,2012-07-01,2012-09-30,71512.0,1000.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",1704136,2012-10-24,2012-10-01,2012-10-20,0.0,0.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",1740054,2013-01-27,2012-10-21,2012-12-31,0.0,5000.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",1783628,2013-07-28,2013-01-01,2013-06-30,0.0,50.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",1818767,2014-01-27,2013-07-01,2013-12-31,0.0,5050.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",1871920,2014-07-23,2014-01-01,2014-06-30,0.0,0.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",1937184,2015-01-26,2014-07-01,2014-12-31,0.0,0.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",1982376,2015-07-31,2015-01-01,2015-06-30,88524.0,6050.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",2012747,2016-01-27,2015-07-01,2015-12-31,29820.0,0.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",2034876,2016-04-27,2016-01-01,2016-04-23,0.0,120050.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",2064825,2016-07-31,2016-04-24,2016-06-30,0.0,0.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",2083567,2016-09-28,2016-07-01,2016-09-24,133390.0,28686.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",2098221,2016-10-24,2016-09-25,2016-10-22,0.0,0.0
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",2130585,2017-01-30,2016-10-23,2016-12-31,0.0,0.0
1382843,CALIFORNIA TAXPAYERS AND EDUCATORS OPPOSED TO SPRAWL AND DEVELOPER ABUSE,2053247,2016-06-27,2016-01-01,2016-06-27,0.0,0.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1297653,2008-07-18,2007-01-01,2007-09-30,147000.0,231775.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1309310,2008-07-18,2007-10-01,2007-12-31,40500.0,89838.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1329643,2008-10-15,2008-01-01,2008-03-31,1289414.0,1073473.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1351757,2008-10-15,2008-04-01,2008-06-30,3537105.0,3501569.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1362731,2008-11-22,2008-07-01,2008-09-30,1294182.0,1447641.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1369510,2008-11-22,2008-10-01,2008-10-18,181500.0,284604.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1397477,2008-11-22,2008-10-19,2008-12-31,0.0,31665.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1431043,2008-11-22,2009-01-01,2009-06-30,0.0,4802.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1462426,2008-11-22,2009-07-01,2009-12-31,0.0,4683.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1501939,2008-11-22,2010-01-01,2010-06-30,0.0,4722.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1569038,2008-11-22,2010-07-01,2010-12-31,0.0,734.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1600362,2008-11-22,2011-01-01,2011-06-30,0.0,97.0
1299492,"CALIFORNIA VOTERS FIRST, YES ON 11 FOR CHANGE IN SACRAMENTO - A COALITION OF CONSUMER, SENIOR, PUBLIC INTEREST, TAXPAYER, COMMUNITY AND BUSINESS GROUPS AND LEADERS. MAJOR FUNDING PROVIDED BY GOVERNOR",1629131,2008-11-22,2011-07-01,2011-12-31,0.0,-86171.0
1372412,CALIFORNIA WATER ASSOCIATION POLITICAL ISSUES COMMITTEE- YES ON PROPOSITIONS 1 & 2,1904101,2014-10-23,2014-01-01,2014-10-18,100000.0,100000.0
1372412,CALIFORNIA WATER ASSOCIATION POLITICAL ISSUES COMMITTEE- YES ON PROPOSITIONS 1 & 2,1930897,2015-01-27,2014-10-19,2014-12-31,1568.0,1568.0
1372412,CALIFORNIA WATER ASSOCIATION POLITICAL ISSUES COMMITTEE- YES ON PROPOSITIONS 1 & 2,1979038,2015-07-29,2015-01-01,2015-06-30,1201.0,1201.0
1372412,CALIFORNIA WATER ASSOCIATION POLITICAL ISSUES COMMITTEE- YES ON PROPOSITIONS 1 & 2,2007965,2016-01-27,2015-07-01,2015-12-31,1080.0,1030.0
1372412,CALIFORNIA WATER ASSOCIATION POLITICAL ISSUES COMMITTEE- YES ON PROPOSITIONS 1 & 2,2062428,2016-07-29,2016-01-01,2016-06-30,1209.0,1209.0
1372412,CALIFORNIA WATER ASSOCIATION POLITICAL ISSUES COMMITTEE- YES ON PROPOSITIONS 1 & 2,2127364,2017-01-26,2016-07-01,2016-12-31,1006.0,1056.0
1254038,"CALIFORNIANS  FOR BUDGET ACCOUNTABILITY - YES ON 56 - A COALITION OF THE LEAGUE OF WOMEN VOTERS, FIREFIGHTERS, EDUCATORS, PARENTS, HEALTHCARE WORKERS, SENIORS, FACULTY MEMBERS, AND PUBLIC AND SCHOOL E",931950,2003-04-30,2003-01-01,2003-03-31,147000.0,0.0
1254038,"CALIFORNIANS  FOR BUDGET ACCOUNTABILITY - YES ON 56 - A COALITION OF THE LEAGUE OF WOMEN VOTERS, FIREFIGHTERS, EDUCATORS, PARENTS, HEALTHCARE WORKERS, SENIORS, FACULTY MEMBERS, AND PUBLIC AND SCHOOL E",947416,2003-09-22,2003-04-01,2003-06-30,694208.0,499250.0
1254038,"CALIFORNIANS  FOR BUDGET ACCOUNTABILITY - YES ON 56 - A COALITION OF THE LEAGUE OF WOMEN VOTERS, FIREFIGHTERS, EDUCATORS, PARENTS, HEALTHCARE WORKERS, SENIORS, FACULTY MEMBERS, AND PUBLIC AND SCHOOL E",963759,2004-01-14,2003-07-01,2003-09-30,1259322.0,1574971.0
1254038,"CALIFORNIANS  FOR BUDGET ACCOUNTABILITY - YES ON 56 - A COALITION OF THE LEAGUE OF WOMEN VOTERS, FIREFIGHTERS, EDUCATORS, PARENTS, HEALTHCARE WORKERS, SENIORS, FACULTY MEMBERS, AND PUBLIC AND SCHOOL E",980268,2004-02-13,2003-10-01,2003-12-31,426326.0,302855.0
1254038,"CALIFORNIANS  FOR BUDGET ACCOUNTABILITY - YES ON 56 - A COALITION OF THE LEAGUE OF WOMEN VOTERS, FIREFIGHTERS, EDUCATORS, PARENTS, HEALTHCARE WORKERS, SENIORS, FACULTY MEMBERS, AND PUBLIC AND SCHOOL E",984802,2004-02-19,2004-01-01,2004-01-17,508481.0,53129.0
1254038,"CALIFORNIANS  FOR BUDGET ACCOUNTABILITY - YES ON 56 - A COALITION OF THE LEAGUE OF WOMEN VOTERS, FIREFIGHTERS, EDUCATORS, PARENTS, HEALTHCARE WORKERS, SENIORS, FACULTY MEMBERS, AND PUBLIC AND SCHOOL E",997219,2004-02-19,2004-01-18,2004-02-14,7731042.0,7921929.0
1254038,"CALIFORNIANS  FOR BUDGET ACCOUNTABILITY - YES ON 56 - A COALITION OF THE LEAGUE OF WOMEN VOTERS, FIREFIGHTERS, EDUCATORS, PARENTS, HEALTHCARE WORKERS, SENIORS, FACULTY MEMBERS, AND PUBLIC AND SCHOOL E",1031896,2004-08-02,2004-02-15,2004-06-30,5122980.0,5426782.0
1254038,"CALIFORNIANS  FOR BUDGET ACCOUNTABILITY - YES ON 56 - A COALITION OF THE LEAGUE OF WOMEN VOTERS, FIREFIGHTERS, EDUCATORS, PARENTS, HEALTHCARE WORKERS, SENIORS, FACULTY MEMBERS, AND PUBLIC AND SCHOOL E",1074798,2005-01-24,2004-07-01,2004-12-31,0.0,31801.0
1254038,"CALIFORNIANS  FOR BUDGET ACCOUNTABILITY - YES ON 56 - A COALITION OF THE LEAGUE OF WOMEN VOTERS, FIREFIGHTERS, EDUCATORS, PARENTS, HEALTHCARE WORKERS, SENIORS, FACULTY MEMBERS, AND PUBLIC AND SCHOOL E",1117382,2005-07-29,2005-01-01,2005-06-30,0.0,116796.0
1304245,"CALIFORNIANS AGAINST ANOTHER COSTLY ENERGY SCHEME - NO ON 7, MAJOR FUNDING FROM PG&E; CORP AND SO.CAL. EDISON COMPANY, A COALITION OF ENVIRONMENTALISTS, RENEWABLE ENERGY COMPANIES, TAXPAYERS, AND LABOR",1329943,2008-04-30,2008-01-01,2008-03-31,1044500.0,429865.0
1304245,"CALIFORNIANS AGAINST ANOTHER COSTLY ENERGY SCHEME - NO ON 7, MAJOR FUNDING FROM PG&E; CORP AND SO.CAL. EDISON COMPANY, A COALITION OF ENVIRONMENTALISTS, RENEWABLE ENERGY COMPANIES, TAXPAYERS, AND LABOR",1351997,2008-07-31,2008-04-01,2008-06-30,175000.0,1145326.0
1304245,"CALIFORNIANS AGAINST ANOTHER COSTLY ENERGY SCHEME - NO ON 7, MAJOR FUNDING FROM PG&E; CORP AND SO.CAL. EDISON COMPANY, A COALITION OF ENVIRONMENTALISTS, RENEWABLE ENERGY COMPANIES, TAXPAYERS, AND LABOR",1363456,2008-12-19,2008-07-01,2008-09-30,26500000.0,24770220.0
1304245,"CALIFORNIANS AGAINST ANOTHER COSTLY ENERGY SCHEME - NO ON 7, MAJOR FUNDING FROM PG&E; CORP AND SO.CAL. EDISON COMPANY, A COALITION OF ENVIRONMENTALISTS, RENEWABLE ENERGY COMPANIES, TAXPAYERS, AND LABOR",1370683,2008-12-19,2008-10-01,2008-10-18,2046721.0,3292900.0
1304245,"CALIFORNIANS AGAINST ANOTHER COSTLY ENERGY SCHEME - NO ON 7, MAJOR FUNDING FROM PG&E; CORP AND SO.CAL. EDISON COMPANY, A COALITION OF ENVIRONMENTALISTS, RENEWABLE ENERGY COMPANIES, TAXPAYERS, AND LABOR",1398288,2009-02-02,2008-10-19,2008-12-31,12329.0,149263.0
1304245,"CALIFORNIANS AGAINST ANOTHER COSTLY ENERGY SCHEME - NO ON 7, MAJOR FUNDING FROM PG&E; CORP AND SO.CAL. EDISON COMPANY, A COALITION OF ENVIRONMENTALISTS, RENEWABLE ENERGY COMPANIES, TAXPAYERS, AND LABOR",1430055,2009-07-10,2009-01-01,2009-06-30,10000.0,9546.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1363054,2009-02-02,2008-01-01,2008-09-30,393184.0,388058.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1370702,2009-02-01,2008-10-01,2008-10-18,54665.0,118790.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1398933,2009-02-01,2008-10-19,2008-12-31,714355.0,627900.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1438431,2009-07-30,2009-01-01,2009-06-30,0.0,20598.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1465805,2010-01-31,2009-07-01,2009-12-31,0.0,8781.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1492157,2010-05-25,2010-01-01,2010-05-22,152500.0,174889.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1508612,2010-08-02,2010-05-23,2010-06-30,83400.0,27170.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1523104,2010-10-05,2010-07-01,2010-09-30,32500.0,51816.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1531797,2010-10-21,2010-10-01,2010-10-16,5000.0,5979.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1572592,2011-01-31,2010-10-17,2010-12-31,31000.0,70904.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1609401,2011-08-01,2011-01-01,2011-06-30,24750.0,19465.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1616607,2011-10-04,2011-07-01,2011-09-24,500.0,0.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1620421,2011-10-24,2011-09-25,2011-10-22,0.0,0.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1637887,2012-01-27,2011-07-01,2011-12-31,500.0,365.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1680858,2012-07-29,2012-01-01,2012-06-30,0.0,10742.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1741815,2013-02-01,2012-07-01,2012-12-31,0.0,267.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1782184,2013-07-31,2013-01-01,2013-06-30,0.0,1076.0
1307787,"CALIFORNIANS AGAINST ELIMINATING BASIC RIGHTS, NO ON PROP. 8",1808706,2014-01-04,2013-07-01,2013-12-31,17025.0,400.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",980391,2004-04-30,2003-01-01,2003-12-31,2506759.0,2415621.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1014184,2004-10-05,2004-01-01,2004-03-31,883855.0,663902.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1032308,2004-10-05,2004-04-01,2004-06-30,1192950.0,705663.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1044961,2005-01-27,2004-07-01,2004-09-30,3538552.0,3991123.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1050614,2005-01-27,2004-10-01,2004-10-16,5248468.0,3121535.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1081581,2005-07-26,2004-10-17,2004-12-31,2743017.0,5375695.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1119013,2005-07-26,2005-01-01,2005-06-30,3050.0,16218.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1149156,2006-07-26,2005-07-01,2005-12-31,2500.0,7909.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1191931,2007-01-23,2006-01-01,2006-06-30,4227.0,17016.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1236922,2007-01-23,2006-07-01,2006-12-31,0.0,4653.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1285203,2007-07-17,2007-01-01,2007-06-30,0.0,1791.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1311234,2008-01-29,2007-07-01,2007-12-31,0.0,3207.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1350743,2008-07-29,2008-01-01,2008-06-30,0.0,2746.0
1260240,"CALIFORNIANS AGAINST GOVERNMENT RUN HEALTHCARE, A COMMITTEE AGAINST PROPOSITION 72, WITH MAJOR FUNDING BY RESTAURANTS AND RETAILERS",1396333,2009-01-25,2008-07-01,2008-12-31,0.0,4013.0
